position_code,area,department,position,degree,major,number_of_recruits,number_of_applicants
080028,滁州,明光市公安局,人民警察1,本科,公安学类、法学类,6,21
080029,滁州,明光市公安局,人民警察2,本科,不限,3,15
080030,滁州,滁州市司法局,综合文字,本科,中国语言文学类、新闻传播学类,1,111
080031,滁州,滁州市发展和改革委员会,项目管理,研究生,岩土工程（二级学科）、化学工程（二级学科）、化学工艺（二级学科）,2,69
080032,滁州,滁州市自然资源和规划局南谯分局,自然资源管理,本科,土地资源管理专业、地理信息科学专业、地理国情监测专业、地理空间信息工程专业,1,82
080033,滁州,滁州市琅琊区生态环境分局,环境保护,本科,法学类,1,43
080034,滁州,中新苏滁高新技术产业开发区管理委员会,规划管理,本科,城乡规划专业、建筑学专业、风景园林专业,1,81
080035,滁州,滁州市地震局,震灾防治,本科,地球物理学类、地理科学类、土木工程专业,1,91
080036,滁州,琅琊区司法局,行政复议,本科,法学类,2,12
080037,滁州,琅琊区司法局,司法助理员,本科,法学类,1,20
080038,滁州,琅琊区残疾人联合会,服务保障,本科,不限,1,21
080039,滁州,琅琊区机关事务管理服务中心,机关事务管理,本科,机械类、电气类,1,128
080040,滁州,南谯区司法局,行政复议,本科,法学类,1,4
080041,滁州,南谯区司法局,司法助理员,本科,法学类,3,20
080042,滁州,来安县纪委监委派驻机构,监督执纪1,本科,法学类,3,33
080043,滁州,来安县纪委监委派驻机构,监督执纪2,本科,财务管理专业、会计学专业、审计学专业,2,100
080044,滁州,来安县纪委监委派驻机构,监督执纪3,本科,不限,1,3
080045,滁州,来安县委统战部,办公室综合,本科,不限,1,12
080046,滁州,来安县教育体育局,机关综合,本科,不限,1,6
080047,滁州,来安县财政局,财政管理,本科,财政学类、会计学专业、财务管理专业、金融学专业,3,301
080048,滁州,来安县文化和旅游局,机关综合,本科,不限,1,10
080049,滁州,来安县卫生健康委员会,医政医管,本科,临床医学专业、预防医学专业、食品卫生与营养学专业、中西医临床医学专业,1,30
080050,滁州,来安县市场监督管理局,基层市场执法,本科,化工与制药类、药学类、生物工程类,2,73
080051,滁州,来安县司法局,行政复议,本科,法学类,2,6
080052,滁州,来安县司法局,司法助理员,本科,法学专业、司法警察学专业、社区矫正专业,3,19
080053,滁州,来安县供销合作社联合社,供销业务,本科,经济学类、金融学类、经济与贸易类,1,100
080054,滁州,来安县乡镇,经济管理,本科,经济学类、金融学类、经济与贸易类,1,40
080055,滁州,来安县乡镇,综合文字,本科,中国语言文学类、新闻传播学类,1,31
080056,滁州,来安县乡镇,社会事务管理1,本科,不限,1,18
080057,滁州,来安县乡镇,社会事务管理2,专科,不限,1,214
080058,滁州,来安县乡镇,镇村建设管理1,本科,建筑类、土木类、水利类、农业工程类,1,9
080059,滁州,来安县乡镇,镇村建设管理2,本科,建筑类、土木类、植物生产类,2,23
080060,滁州,全椒县纪委监委,纪检监察,本科,法学类、审计学专业、财务管理专业,2,68
080061,滁州,全椒县委机构编制委员会办公室,信息管理,本科,计算机类、法学专业,1,97
080062,滁州,全椒县民政局,民政事务管理,本科,社会学类、健康服务与管理专业、养老服务管理专业,1,48
080063,滁州,全椒县司法局,司法助理员1,本科,法学类,3,21
080064,滁州,全椒县司法局,司法助理员2,本科,法学类,2,15
080065,滁州,全椒县司法局,司法行政,本科,不限,1,7
080066,滁州,全椒县财政局,财政管理,本科,财政学类、金融学类、会计学专业、财务管理专业、审计学专业,2,139
080067,滁州,全椒县财政局,项目审核,本科,工程造价专业、工程审计专业、土木工程专业、给排水科学与工程专业、道路桥梁与渡河工程专业、水利水电工程专业、交通工程专业,1,59
080068,滁州,全椒县住房和城乡建设局,城建工程管理,本科,土木类,2,77
080069,滁州,全椒县交通运输局,交通工程管理,本科,交通运输专业、交通工程专业、道路桥梁与渡河工程专业,1,39
080070,滁州,全椒县农业农村局,机关综合,本科,不限,1,4
080071,滁州,全椒县农业农村局,三农服务,本科,植物生产类、动物生产类、自然保护与环境生态类,1,37
080072,滁州,全椒县市场监督管理局,基层市场执法1,本科,食品科学与工程类、药学类,1,23
080073,滁州,全椒县市场监督管理局,基层市场执法2,本科,食品科学与工程类、化工与制药类、药学类,1,41
080074,滁州,全椒县市场监督管理局,基层市场执法3,本科,机械类、法学类,1,48
080075,滁州,全椒县统计局,统计,本科,统计学类、会计学专业、财务管理专业,1,92
080076,滁州,全椒县乡镇,镇村建设管理1,本科,不限,5,5
080077,滁州,全椒县乡镇,镇村建设管理2,专科,不限,4,512
080078,滁州,全椒县乡镇,镇村建设管理3,本科,土木类、建筑类,1,29
080079,滁州,全椒县乡镇,农业经济管理,本科,农业经济管理类、水产类,2,9
080080,滁州,全椒县乡镇,农业管理,本科,植物生产类、林学类,1,17
080081,滁州,全椒县乡镇,农业工程管理,本科,农业工程类、土木类,2,14
080082,滁州,全椒县乡镇,项目建设管理,本科,管理科学与工程类,1,26
080083,滁州,全椒县乡镇,生态环境保护,本科,环境科学与工程类,1,21
080084,滁州,全椒县乡镇,水利建设管理,本科,水利类、环境科学与工程类,2,44
080085,滁州,定远县委机构编制委员会办公室,编制管理,本科,信息管理与信息系统专业、信息资源管理专业、统计学专业,1,44
080086,滁州,定远县教育体育局,教育管理,本科,公共事业管理专业、行政管理专业、人力资源管理专业,1,40
080087,滁州,定远县教育体育局,机关综合,本科,不限,1,16
080088,滁州,定远县自然资源和规划局,自然资源管理,本科,地质工程专业、土地资源管理专业、人文地理与城乡规划专业,1,34
080089,滁州,定远县交通运输局,交通工程管理,本科,交通工程专业、道路桥梁与渡河工程专业、工程管理专业,1,43
080090,滁州,定远县交通运输局,财务管理,本科,财务管理专业、财政学专业、会计学专业、审计学专业,1,51
080091,滁州,定远县农业农村局,农业工程管理,本科,农业工程类,1,8
080092,滁州,定远县文化和旅游局,旅游管理,本科,旅游管理类、公共管理类,1,59
080093,滁州,定远县应急管理局,安全监管,本科,化工与制药类、化学类,1,31
080094,滁州,定远县市场监督管理局,基层市场执法1,本科,食品科学与工程类、药学类、机械类、法学类,3,83
080095,滁州,定远县市场监督管理局,基层市场执法2,本科,不限,1,5
080096,滁州,定远县统计局,统计,本科,统计学类、经济学类、经济与贸易类,1,47
080097,滁州,定远县乡村振兴局,农业经济管理,本科,农业经济管理类、金融学专业,1,19
080098,滁州,定远县乡镇,三农服务1,专科,不限,5,301
080099,滁州,定远县乡镇,三农服务2,本科,不限,4,161
080100,滁州,定远县乡镇,社会事务管理1,本科,不限,3,128
080101,滁州,定远县乡镇,社会事务管理2,专科,不限,4,258
080102,滁州,定远县乡镇,组织人事管理,本科,不限,6,40
080103,滁州,定远县乡镇,农业经济管理,本科,农业经济管理类、农业工程类、植物生产类,3,13
080104,滁州,定远县乡镇,文化旅游管理,本科,旅游管理类、地理科学类,2,36
080105,滁州,定远县乡镇,镇村建设管理1,本科,经济学类、环境科学与工程类,2,30
080106,滁州,定远县乡镇,镇村建设管理2,本科,水利类、安全科学与工程类,2,19
080107,滁州,定远县乡镇,镇村建设管理3,本科,工业工程类、电子商务类、物流管理与工程类,4,83
080108,滁州,定远县乡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1,35
080109,滁州,凤阳县委办公室,综合文字,本科,中国语言文学类、法学类、历史学类,1,21
080110,滁州,凤阳县纪委监委,监督执纪1,本科,计算机科学与技术专业、网络工程专业、信息安全专业、电子与计算机工程专业,1,35
080111,滁州,凤阳县纪委监委,监督执纪2,本科,法学类,1,12
080112,滁州,凤阳县纪委监委,监督执纪3,本科,法学类,2,25
080113,滁州,凤阳县纪委监委,监督执纪4,本科,审计学专业、财务管理专业、会计学专业,2,34
080114,滁州,凤阳县司法局,司法助理员,本科,法学类,3,14
080115,滁州,凤阳县人民政府办公室,综合文字,本科,中国语言文学类、经济学类,1,28
080116,滁州,凤阳县财政局,财政管理,本科,财政学类,1,22
080117,滁州,凤阳县财政局,金融管理,本科,金融学类,2,63
080118,滁州,凤阳县经济和信息化局,信息化建设,本科,电子信息类,1,75
080119,滁州,凤阳县经济和信息化局,产业管理,本科,材料类,1,55
080120,滁州,凤阳县教育体育局,工程管理,本科,工程管理专业、工程造价专业、工程审计专业、土木工程专业,2,62
080121,滁州,凤阳县交通运输局,政策法规,本科,法学类,1,7
080122,滁州,凤阳县交通运输局,财务管理,本科,会计学专业、财务管理专业、审计学专业,1,26
080123,滁州,凤阳县农业农村局,三农服务,本科,植物生产类、动物生产类、农业工程类,2,38
080124,滁州,凤阳县文化和旅游局,旅游管理,本科,旅游管理类,1,49
080125,滁州,凤阳县文化和旅游局,财务管理,本科,会计学专业、财务管理专业、审计学专业,1,16
080126,滁州,凤阳县文化和旅游局,项目管理,本科,土木类,1,40
080127,滁州,凤阳县卫生健康委员会,卫生健康管理1,本科,公共卫生与预防医学类,1,14
080128,滁州,凤阳县卫生健康委员会,卫生健康管理2,本科,公共管理类,1,40
080129,滁州,凤阳县市场监督管理局,基层市场执法1,本科,法学类,2,9
080130,滁州,凤阳县市场监督管理局,基层市场执法2,本科,食品科学与工程类、药学类、化工与制药类,4,87
080131,滁州,凤阳县市场监督管理局,基层市场执法3,本科,机械类,2,41
080132,滁州,凤阳县统计局,统计,本科,统计学类、经济学类,1,32
080133,滁州,凤阳县医疗保障局,办公室综合,本科,不限,1,94
080134,滁州,凤阳县投资促进局,招商引资,本科,经济学类、统计学类,1,33
080135,滁州,凤阳县投资促进局,项目推进,本科,金融学类,1,26
080136,滁州,安徽凤阳经济开发区管理委员会,项目管理,本科,建筑类,2,37
080137,滁州,凤阳县乡镇（街道）,社会事务管理1,本科,不限,6,50
080138,滁州,凤阳县乡镇,社会事务管理2,本科,不限,6,42
080139,滁州,凤阳县乡镇,办公室综合,专科,不限,5,422
080140,滁州,凤阳县乡镇,镇村建设管理,本科,建筑类、土木类、农业工程类、农业经济管理类、植物生产类,5,44
080141,滁州,凤阳县乡镇,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1,33
080142,滁州,天长市纪委监委派驻机构,监督执纪,本科,法学类,1,36
080143,滁州,天长市教育体育局,信息化管理,本科,计算机类,1,73
080144,滁州,天长市财政局,财政管理,本科,经济学类、财政学类、会计学专业、财务管理专业,4,216
080145,滁州,天长市人力资源和社会保障局,社保基金监管,本科,会计学专业、审计学专业、财务管理专业、财政学专业,1,37
080146,滁州,天长市人力资源和社会保障局,机关综合,本科,中国语言文学类、劳动与社会保障专业、信息管理与信息系统专业,1,54
080147,滁州,天长市发展和改革委员会,经济运行监测,本科,经济学专业、国民经济管理专业、经济统计学专业,1,26
080148,滁州,天长市发展和改革委员会,项目管理,本科,铁道工程专业、给排水科学与工程专业、道路桥梁与渡河工程专业,1,22
080149,滁州,天长市发展和改革委员会,节能监测,本科,材料成型及控制工程专业、机械工艺技术专业、微机电系统工程专业,1,43
080150,滁州,天长市经济和信息化局,金融服务,本科,金融学类,1,49
080151,滁州,天长市经济和信息化局,信息化管理,本科,自动化类、计算机类,1,101
080152,滁州,天长市经济和信息化局,机关综合,本科,不限,1,5
080153,滁州,天长市自然资源和规划局,建设规划,本科,建筑学专业、城乡规划专业、风景园林专业、城市设计专业,1,30
080154,滁州,天长市自然资源和规划局,综合文字,本科,中国语言文学类、新闻传播学类,1,52
080155,滁州,天长市住房和城乡建设局,城乡建设,本科,土木工程专业、建筑环境与能源应用工程专业、给排水科学与工程专业,1,30
080156,滁州,天长市文化和旅游局,文旅管理,本科,公共管理类、旅游管理类、图书情报与档案管理类、工商管理类,1,102
080157,滁州,天长市文化和旅游局,综合文字,本科,中国语言文学类、新闻传播学类,1,64
080158,滁州,天长市应急管理局,防汛抗旱,本科,水利类、农业水利工程专业,1,14
080159,滁州,天长市应急管理局,安全监管,本科,化学工程与工艺专业、化工安全工程专业、精细化工专业,1,45
080160,滁州,天长市审计局,审计审查,本科,审计学专业、财务管理专业、法学专业,1,93
080161,滁州,天长市市场监督管理局,基层市场执法1,本科,不限,1,3
080162,滁州,天长市市场监督管理局,基层市场执法2,本科,知识产权专业、食品科学与工程专业、药学专业,3,37
080163,滁州,天长市市场监督管理局,基层市场执法3,本科,计算机类、电子信息类、电气类,1,136
080164,滁州,天长市市场监督管理局,基层市场执法4,本科,材料类、化工与制药类,1,66
080165,滁州,天长市统计局,统计,本科,统计学类、经济统计学专业、计算机科学与技术专业,1,85
080166,滁州,天长市交通运输局,交通工程管理,本科,土木类、交通工程专业,2,57
080167,滁州,天长市交通运输局,机关综合,本科,不限,1,4
080168,滁州,安徽滁州高新技术产业开发区管理委员会,园区建设管理,本科,土木类,1,42
080169,滁州,天长市残疾人联合会,服务保障,本科,不限,1,14
080170,滁州,天长市街道,社会事务管理,本科,不限,2,5
080171,滁州,天长市街道,综合治理,专科,不限,1,245
080172,滁州,天长市街道,街道建设管理1,本科,土木类、建筑类,1,19
080173,滁州,天长市街道,街道建设管理2,本科,土木类、建筑类,1,28
080174,滁州,天长市乡镇,社会事务管理1,本科,不限,5,19
080175,滁州,天长市乡镇,社会事务管理2,专科,不限,5,835
080176,滁州,天长市乡镇,镇村建设管理1,本科,土木类、建筑类、地理科学类,4,60
080177,滁州,天长市乡镇,镇村建设管理2,本科,水利类、环境科学与工程类、农业工程类,1,15
080178,滁州,天长市乡镇,镇村建设管理3,本科,水利类、农业工程类,2,23
080179,滁州,天长市乡镇,综合文字,本科,中国语言文学类,1,29
080180,滁州,天长市乡镇,组织人事管理,本科,社会学类、马克思主义理论类,1,17
080181,滁州,天长市乡镇,人武专干,专科,不限,1,18
080182,滁州,明光市委巡察工作领导小组办公室,巡察督察,本科,法学类、经济学类,1,24
080183,滁州,明光市民政局,资金核算,本科,会计学专业、财务管理专业、审计学专业,1,32
080184,滁州,明光市农业农村局,三农服务,本科,植物生产类、动物生产类、农业工程类,1,17
080185,滁州,明光市司法局,司法助理员,本科,法学类,2,18
080186,滁州,明光市街道,城市管理,本科,建筑类、工商管理类,2,86
080187,滁州,明光市街道,社区管理,专科,不限,1,157
080188,滁州,明光市乡镇,农业管理,本科,农学门类、农业工程类,2,21
080189,滁州,明光市乡镇,经济发展服务,专科,不限,2,176
080190,滁州,明光市乡镇,镇村建设管理,本科,不限,2,10
080191,滁州,明光市乡镇,社会事务管理,本科,不限,2,154
080192,滁州,滁州市中级人民法院,法官助理,本科,法学类（不含特设专业）,5,46
080193,滁州,滁州市琅琊区人民法院,法官助理1,本科,法学类（不含特设专业）,2,5
080194,滁州,滁州市琅琊区人民法院,法官助理2,本科,法学类（不含特设专业）,3,17
080195,滁州,滁州市琅琊区人民法院,司法行政人员,本科,图书情报与档案管理类,1,31
080196,滁州,滁州市琅琊区人民法院,司法警察,本科,不限,1,8
080197,滁州,来安县人民法院,法官助理,本科,法学类,3,9
080198,滁州,全椒县人民法院,法官助理,本科,法学类（不含特设专业）,1,2
080199,滁州,定远县人民法院,法官助理,本科,法学类（不含特设专业）,4,6
080200,滁州,定远县人民法院,司法行政人员,本科,中国语言文学类,1,34
080201,滁州,凤阳县人民法院,司法行政人员,本科,会计学专业、财务管理专业、审计学专业,1,18
080202,滁州,凤阳县人民法院,司法警察1,本科,公安学类、法学类,1,11
080203,滁州,凤阳县人民法院,司法警察2,本科,不限,1,10
080204,滁州,天长市人民法院,法官助理,本科,法学类（不含特设专业）,2,25
080205,滁州,天长市人民法院,司法行政人员,本科,会计学专业、财务管理专业、审计学专业,1,71
080206,滁州,明光市人民法院,法官助理1,本科,法学类,2,2
080207,滁州,明光市人民法院,法官助理2,本科,法学类,2,0
080208,滁州,明光市人民法院,司法行政人员,本科,不限,1,16
080209,滁州,滁州市人民检察院,检察官助理1,本科,法学类(不含特设专业),1,5
080210,滁州,滁州市人民检察院,检察官助理2,本科,法学类(不含特设专业),2,27
080211,滁州,滁州市人民检察院,司法行政人员,本科,中国语言文学类、新闻传播学类、法学类,1,107
080212,滁州,滁州市琅琊区人民检察院,检察官助理,本科,法学类(不含特设专业),1,4
080213,滁州,滁州市南谯区人民检察院,检察官助理,本科,法学类(不含特设专业),1,6
080214,滁州,来安县人民检察院,检察官助理,本科,法学类(不含特设专业),3,12
080215,滁州,来安县人民检察院,司法行政人员,本科,会计学专业、财务管理专业、审计学专业,1,47
080216,滁州,全椒县人民检察院,司法行政人员1,本科,会计学专业、财务管理专业、审计学专业,1,41
080217,滁州,全椒县人民检察院,司法行政人员2,本科,中国语言文学类、新闻传播学类,1,61
080218,滁州,全椒县人民检察院,司法行政人员3,本科,计算机类,1,46
080219,滁州,定远县人民检察院,检察官助理,本科,法学类(不含特设专业),1,2
080220,滁州,定远县人民检察院,司法行政人员,本科,不限,1,14
080221,滁州,凤阳县人民检察院,检察官助理,本科,法学类(不含特设专业),1,3
080222,滁州,明光市人民检察院,检察官助理1,本科,法学类(不含特设专业),1,2
080223,滁州,明光市人民检察院,检察官助理2,本科,法学类(不含特设专业),1,0
080224,滁州,明光市人民检察院,司法行政人员,本科,不限,1,21
080225,滁州,滁州市公安局,狙击,高中,不限,1,24
080226,滁州,滁州市公安局,突击,高中,不限,1,41
080227,滁州,来安县乡镇,镇村事务管理,高中（中专）,不限,1,0
080228,滁州,全椒县乡镇,镇村事务管理,高中（中专）,不限,1,0
080229,滁州,凤阳县乡镇,镇村事务管理,高中（中专）,不限,3,0
080230,滁州,天长市乡镇,镇村事务管理,高中（中专）,不限,2,0
080231,滁州,明光市乡镇,镇村事务管理,高中（中专）,不限,1,0
060001,阜阳,阜阳市工商业联合会,综合文字,本科,不限,1,357
060002,阜阳,阜阳市财政局,财政管理,本科,经济学类、财政学类、金融学类、工商管理类,1,181
060003,阜阳,阜阳市审计局,审计,本科,财务管理专业、财政学专业、会计学专业,1,85
060004,阜阳,阜阳市地方金融监督管理局,金融法务,本科,金融学类、法学类,1,127
060005,阜阳,阜阳市商务局,商务管理,本科,经济学专业、商务经济学专业、国际经贸规则专业,1,29
060006,阜阳,阜阳市农业农村局,综合文字,本科,农学门类、中国语言文学类,1,77
060007,阜阳,阜阳市生态环境局界首市生态环境分局,生态环境管理,本科,化学类、环境科学与工程类,1,82
060008,阜阳,阜阳市生态环境局颍上县生态环境分局,生态环境管理,本科,法学类,1,5
060009,阜阳,阜阳市交通运输局,交通运输统计,本科,统计学类,1,23
060010,阜阳,阜阳市供销合作社联合社,经济管理,本科,经济学类,1,65
060011,阜阳,阜阳市财政局市预算评审中心,财政管理,本科,经济学类、财政学类、金融学类、工商管理类,1,131
060012,阜阳,阜阳市财政局市财政国库支付中心,财政管理,本科,经济学类、财政学类、金融学类、工商管理类,1,110
060013,阜阳,阜阳市人力资源和社会保障局市劳动人事争议仲裁院,仲裁审查,本科,法学类,1,18
060014,阜阳,阜阳市水利局市治淮工程建设管理中心,水利建设,本科,水利水电工程专业、水文与水资源工程专业、土木工程专业,1,78
060015,阜阳,阜阳市医疗保障局市医疗保障基金管理中心,数据分析,本科,统计学类、汉语言文学专业、汉语言专业、秘书学专业,1,64
060016,阜阳,颍州区司法局,司法助理,本科,法学类,1,9
060017,阜阳,颍州区司法局,行政管理,本科,中国语言文学类,1,43
060018,阜阳,颍州区街道,街道管理,本科,经济学类、电子商务类、公共管理类、汉语言文学专业、汉语言专业,3,154
060019,阜阳,颍州区街道,街道管理,本科,不限,2,37
060020,阜阳,颍州区乡镇,乡镇管理,专科,不限,2,314
060021,阜阳,颍州区乡镇,乡镇管理,本科,艺术学门类、中国语言文学类、新闻学专业、工商管理专业,2,103
060022,阜阳,颍泉区司法局,司法行政,本科,法学类,1,5
060023,阜阳,颍泉区司法局,司法行政,本科,法学类,1,24
060024,阜阳,颍泉区中市街道办事处,街道管理,专科,不限,2,367
060025,阜阳,颍泉区中市街道办事处,街道管理,本科,不限,2,23
060026,阜阳,颍泉区周棚街道办事处,街道管理,本科,法学类、新闻传播学类、中国语言文学类,3,81
060027,阜阳,颍泉区乡镇,乡镇管理,本科,不限,3,131
060028,阜阳,颍东区司法局,司法行政,本科,法学类,1,20
060029,阜阳,颍东区司法局,司法行政,本科,法学类,1,7
060030,阜阳,颍东区委组织部区综合考核指导中心,综合文字,本科,公共管理类、新闻传播学类、中国语言文学类,1,33
060031,阜阳,颍东区文学艺术界联合会,文艺宣传,本科,中国语言文学类、新闻传播学类,1,41
060032,阜阳,颍东区委党史和地方志研究室,党史编纂,本科,汉语言文学专业、汉语言专业、历史学专业、公共事业管理专业、行政管理专业,1,35
060033,阜阳,颍东区供销合作社联合社,物流管理,本科,物流管理与工程类、经济与贸易类,1,92
060034,阜阳,颍东区街道,街道管理,本科,不限,2,304
060035,阜阳,颍东区乡镇,乡镇管理,专科,不限,4,265
060036,阜阳,颍东区乡镇,乡镇管理,专科,不限,4,55
060037,阜阳,颍东区乡镇,乡镇管理,本科,不限,2,85
060038,阜阳,颍东区乡镇,乡镇管理,本科,不限,4,293
060039,阜阳,界首市纪委监委派驻机构,监督监察,本科,法学门类、管理学门类、中国语言文学类、新闻传播学类、计算机类、电子信息类,1,58
060040,阜阳,界首市纪委监委派驻机构,监督监察,本科,法学门类、管理学门类、中国语言文学类、新闻传播学类、计算机类、电子信息类,1,78
060041,阜阳,界首市纪委监委派驻机构,监督监察,本科,法学门类、管理学门类、中国语言文学类、新闻传播学类、计算机类、电子信息类,1,77
060042,阜阳,界首市纪委监委派驻机构,监督监察,本科,计算机科学与技术专业、网络工程专业、信息安全专业,1,50
060043,阜阳,界首市纪委监委派驻机构,监督监察,本科,不限,1,24
060044,阜阳,界首市委宣传部,理论宣传,本科,艺术学门类、哲学类、政治学类、中国语言文学类、新闻传播学类、历史学类、心理学类、公共管理类,1,53
060045,阜阳,界首市市场监督管理局陶庙市场监督管理所,市场监管,本科,不限,1,23
060046,阜阳,界首市市场监督管理局新马集市场监督管理所,市场监管,本科,食品科学与工程类、药学类,1,16
060047,阜阳,界首市乡镇,乡镇事务管理,本科,不限,4,169
060048,阜阳,界首市乡镇,乡镇事务管理,本科,不限,2,8
060049,阜阳,界首市乡镇,乡镇事务管理,本科,工学门类、理学门类,4,79
